epoch,train_loss,val_loss
1,0.005241031758487225,0.0017191612860187888
2,0.0023141379933804274,0.0016897815512493253
3,0.0016689506592229009,0.0016826856881380081
4,0.0016412819968536496,0.0016808714717626572
5,0.001632555155083537,0.0016803315375000238
6,0.001628852216526866,0.00168034085072577
7,0.001624573953449726,0.0016803413163870573
8,0.0016225249273702502,0.0016803413163870573
9,0.001620868919417262,0.0016803413163870573
10,0.0016191137256100774,0.0016803413163870573
11,0.001618698239326477,0.0016803413163870573
12,0.001618117792531848,0.0016803413163870573
13,0.0016178300138562918,0.0016803413163870573
14,0.001616955385543406,0.0016803413163870573
15,0.001617056899704039,0.0016803413163870573
